"Word","RTlexdec","RTnaming","Familiarity","WrittenFrequency","FamilySize","NounFrequency","VerbFrequency","Voice","AgeSubject"
"spoon",783.86,696,5.53,230.000000000001,11,276,53,"voiceless","old"
"phase",777.340000000002,662.999999999998,4.17,579.999999999997,4,639,104,"voiceless","old"
"chrome",884.210000000002,721.000000000001,2.77,46.0000000000002,5,45,0,"voiceless","old"
"sloop",955.999999999999,726.800000000003,1.8,6.99999999999998,2,8,0,"voiceless","old"
"whit",927.730000000003,685.400000000001,2.83,20.9999999999999,2,20,0,"voiced","old"
"place",690.389999999997,644.800000000001,5.67,9768.99999999998,33,11491,1802,"voiceless","old"
"list",745.340000000003,620.399999999997,5.27,1361.00000000001,22.0000000000001,1493,543,"voiced","old"
"air",687.900000000001,589.999999999997,5.53,4496.99999999997,62.9999999999998,4502,25,"voiced","old"
"edge",714.690000000001,605.999999999997,4.57,1385,15,1633,167,"voiced","old"
"breath",729.330000000003,687.200000000003,5.07,991.000000000002,14,1052,0,"voiced","old"
"bead",835.209999999998,716.699999999997,3.81,33.9999999999999,4,197,27,"voiced","old"
"welt",867.320000000002,654.499999999997,2.77,9,2,14,0,"voiced","old"
"beef",698.929999999998,617.199999999997,4.73,297,8.00000000000003,296,3,"voiced","old"
"wedge",822.460000000002,637.200000000004,2.7,96.0000000000003,3,111,38,"voiced","old"
"ghoul",1027.53,780.100000000002,2.37,13,4,16,0,"voiced","old"
"brush",782.069999999998,685.400000000001,5.87,318.999999999999,15,296,425,"voiced","old"
"squad",862.93,719.900000000002,3.03,168,4,206,0,"voiceless","old"
"chump",851.900000000004,672.299999999999,3.17,10,2,9,0,"voiceless","old"
"earl",946.419999999995,639.100000000003,2.2,273,3,291,0,"voiced","old"
"beak",928.460000000001,665.799999999997,3.23,88.0000000000003,2,120,0,"voiced","old"
"threat",798.069999999999,652.900000000002,3.73,1100,3,1384,0,"voiceless","old"
"mould",819.499999999996,647.999999999997,2.27,189,10,204,137,"voiced","old"
"clown",708.400000000001,617.000000000001,3.37,59,5.99999999999997,65,22,"voiceless","old"
"beam",854.169999999996,697.200000000003,3.67,177,9,246,160,"voiced","old"
"mouth",705.729999999999,614.8,5.77,2412.00000000001,16,2644,37,"voiced","old"
"bean",806.819999999997,644.300000000002,4.4,69,9,388,0,"voiced","old"
"clock",712.130000000001,651,5.93,638,19,708,23,"voiceless","old"
"beep",733.790000000004,635.999999999998,4.1,15,2,15,0,"voiced","old"
"smoke",689.530000000003,626.600000000006,5.73,1051,16,862,796,"voiceless","old"
"quest",913.139999999997,750.299999999998,3.4,115.999999999999,17.0000000000001,119,25,"voiceless","old"
"broad",772.800000000001,666.299999999999,4.27,752,32.0000000000001,41,0,"voiced","old"
"beer",696.030000000001,631.9,5.97,832.999999999998,3,872,0,"voiced","old"
"bear",695.969999999998,663.999999999997,4.57,1112.99999999999,49.0000000000002,290,1917,"voiced","old"
"frock",831.379999999997,684.600000000003,2.47,107,5.99999999999997,144,0,"voiceless","old"
"chief",720.700000000004,655.2,3.63,1817,5,1155,0,"voiceless","old"
"beet",736.039999999998,602.9,2.47,41.0000000000001,4,58,0,"voiced","old"
"trough",888.910000000003,696.1,2.6,60,2,72,0,"voiceless","old"
"ruse",841.390000000004,665.199999999998,1.93,19,2,22,0,"voiced","old"
"beau",749.249999999998,697.899999999996,2.23,38.0000000000002,2,46,0,"voiced","old"
"squash",807.21,682.300000000001,3.33,154,6.99999999999998,150,86,"voiceless","old"
"frost",788.829999999999,624.999999999999,3.63,144,13,168,46,"voiceless","old"
"squaw",841.81,686.300000000001,1.87,13,2,25,0,"voiceless","old"
"bard",929.220000000002,670.2,1.93,10,4,12,0,"voiced","old"
"fare",752.929999999998,651.799999999999,4.07,166,9,268,51,"voiceless","old"
"band",790.500000000002,657.6,4.5,589.000000000002,24.0000000000001,811,40,"voiced","old"
"fang",897.570000000003,657.6,2.8,9,2,41,0,"voiceless","old"
"brick",778.499999999998,631.100000000004,3.8,499,13,764,0,"voiced","old"
"road",686.130000000002,615.199999999998,6.1,3791.99999999996,33,4458,0,"voiced","old"
"babe",740.589999999997,597.900000000001,4.94,36,2,43,0,"voiced","old"
"rust",753.200000000002,608.499999999999,3.53,79.9999999999999,8.00000000000003,67,53,"voiced","old"
"choice",699.699999999999,611.1,5.07,1829.00000000001,5,2073,0,"voiceless","old"
"bark",736.830000000003,622.600000000001,3.7,163,13,126,186,"voiced","old"
"tub",715.869999999998,612.300000000001,4.03,142,6.99999999999998,167,0,"voiceless","old"
"bank",718.070000000001,616.6,4.8,2386,17.9999999999999,3089,98,"voiced","old"
"twinge",903.499999999997,692.100000000002,2.6,51.0000000000002,2,62,0,"voiceless","old"
"farm",670.999999999999,674.300000000002,3.9,1186,15,1530,114,"voiceless","old"
"board",650.599999999999,674.400000000003,4.27,1562,76.9999999999997,1844,169,"voiced","old"
"barn",686.180000000002,636.300000000002,3.5,187.000000000001,6.99999999999998,226,0,"voiced","old"
"tea",690.569999999998,608.099999999998,4.67,1590,31.0000000000001,1627,0,"voiceless","old"
"zoo",881.900000000004,703.399999999999,3.3,157,2,173,0,"voiced","old"
"tug",695.93,629.499999999999,3.6,99,4,91,192,"voiceless","old"
"tab",760.429999999997,644.200000000001,4.73,27,2,55,0,"voiceless","old"
"vice",803.689999999998,628.400000000002,3.43,165,10,214,0,"voiced","old"
"tee",768.559999999998,621.600000000002,3.4,69,3,55,26,"voiceless","old"
"rice",674.170000000002,627.600000000002,5,488.999999999999,3,488,0,"voiced","old"
"rout",823.290000000004,696.699999999998,2.43,30.0000000000001,3,20,38,"voiced","old"
"pyre",1323.2,804.600000000001,2,19,2,22,0,"voiceless","old"
"tag",766.620000000003,639.399999999999,4.14,103,4,124,63,"voiceless","old"
"ounce",883.42,665.799999999997,4.47,93.9999999999997,2,259,0,"voiced","old"
"crumb",707.13,665.100000000003,4.4,19,3,95,0,"voiceless","old"
"spot",745.730000000001,659.700000000003,5.1,888,17.9999999999999,980,406,"voiceless","old"
"jazz",738.170000000002,636.199999999998,3.63,153.000000000001,5,152,1,"voiced","old"
"tin",853.309999999999,659.900000000002,3.27,514.000000000003,9,674,93,"voiceless","old"
"quartz",799.930000000001,738.100000000003,2.83,17.0000000000001,2,16,0,"voiceless","old"
"garb",853.379999999999,684,2.1,33,3,32,0,"voiced","old"
"niece",796.899999999998,708.100000000001,3.93,86.9999999999997,3,95,0,"voiced","old"
"womb",822.77,683.700000000001,3.1,159,2,169,0,"voiced","old"
"hub",867.640000000004,622.799999999998,2.77,42.0000000000001,3,44,0,"voiceless","old"
"gnome",862.499999999996,755.699999999997,2.43,15,2,44,0,"voiced","old"
"sand",651.959999999999,627.200000000001,3.43,952.999999999998,25,1047,12,"voiceless","old"
"deed",729.5,666.000000000001,3.93,93.0000000000004,6.99999999999998,180,0,"voiced","old"
"crowd",770.530000000003,698.899999999998,4.93,883,4,1142,135,"voiceless","old"
"train",729.689999999997,655.2,3.93,1417,14,1461,1059,"voiceless","old"
"tar",724.100000000004,659.900000000002,2.97,81.9999999999997,11,86,20,"voiceless","old"
"head",679.100000000003,596.700000000002,5.5,8174.99999999997,125,9187,838,"voiceless","old"
"hue",762.170000000002,654.000000000001,2.73,83.0000000000002,2,117,0,"voiceless","old"
"bulb",731.1,648.799999999998,4.17,117,5,207,0,"voiced","old"
"gang",764.36,617.4,4.77,345.999999999999,9,433,0,"voiced","old"
"wrist",708.450000000003,679.300000000003,3.8,359,5.99999999999997,524,0,"voiced","old"
"throne",878.679999999995,733.799999999999,3.4,176,5.99999999999997,189,0,"voiceless","old"
"trait",849.439999999999,685.000000000003,4.17,56,2,136,0,"voiceless","old"
"tax",701.999999999999,635.899999999999,4.83,1950.00000000001,15,2336,98,"voiceless","old"
"nymph",983.880000000003,737.899999999999,2.83,55,8.00000000000003,88,0,"voiced","old"
"heel",759.329999999997,608.3,3.73,213.000000000001,5.99999999999997,524,29,"voiceless","old"
"group",731.899999999999,625.100000000002,6,5463.00000000001,10,8462,93,"voiced","old"
"blaze",714.899999999995,609.4,3.27,94.9999999999999,6.99999999999998,76,134,"voiced","old"
"hag",829.96,641,3,19,4,30,0,"voiceless","old"
"groin",835.640000000001,783.700000000001,3.5,62.9999999999998,3,62,0,"voiced","old"
"crook",729.099999999996,651.300000000003,3.37,93.0000000000004,5.99999999999997,104,14,"voiceless","old"
"skate",713.959999999995,703.799999999997,3.83,69,14,75,48,"voiceless","old"
"crown",707.689999999998,700.900000000001,2.97,437,5,438,114,"voiceless","old"
"dean",844.500000000004,717,4.07,219,3,227,0,"voiced","old"
"bulk",679.100000000003,601.499999999998,3.73,386,6.99999999999998,389,0,"voiced","old"
"bull",720.929999999998,660.5,3.43,379.000000000001,20.9999999999999,493,4,"voiced","old"
"heir",720.07,728.000000000003,3.2,122,6.99999999999998,174,0,"voiced","old"
"heap",755.279999999999,660.399999999998,3.53,189,5.99999999999997,237,100,"voiceless","old"
"bond",719.229999999995,665.100000000003,4.3,296,5,488,37,"voiced","old"
"crime",821.55,674.7,4.96,883.999999999997,13,1174,0,"voiceless","old"
"hem",754.53,620.299999999999,2.67,49.0000000000002,6.99999999999998,56,33,"voiceless","old"
"deer",706.799999999999,612.700000000001,3.84,211.000000000001,8.00000000000003,210,0,"voiced","old"
"bone",690.029999999998,608.800000000002,4.17,478.999999999997,33,1243,3,"voiced","old"
"hen",823.249999999997,614.599999999997,3.37,101,11,278,0,"voiceless","old"
"ham",679.230000000002,608.400000000001,4.53,124,6.99999999999998,151,2,"voiceless","old"
"bog",814.120000000001,690.600000000006,2.43,101,3,135,0,"voiced","old"
"elk",800.569999999995,669.400000000003,2.47,25,3,25,0,"voiced","old"
"hip",695.730000000002,559.4,4.57,257,8.00000000000003,503,0,"voiceless","old"
"cross",743.97,659.999999999999,4.5,872.999999999998,67.0000000000003,400,1353,"voiceless","old"
"hut",691.23,641.200000000001,3.07,405,5,564,8,"voiceless","old"
"heat",710.870000000002,629.199999999998,5.67,2135.00000000001,14,1970,498,"voiceless","old"
"elm",773.690000000002,660.5,2.87,121,2,176,0,"voiced","old"
"gouge",998.849999999999,752.900000000003,2.77,10,3,5,44,"voiced","old"
"butt",782.289999999997,635.1,4.77,122,6.99999999999998,143,44,"voiced","old"
"wick",889.549999999996,639.3,3.03,41.0000000000001,3,68,0,"voiced","old"
"wisp",798.450000000003,631.700000000003,2.6,23,3,65,0,"voiced","old"
"hat",641.899999999999,605.100000000003,4.93,951,10,1219,0,"voiceless","old"
"grist",1008.13,689.299999999996,1.43,14,2,13,0,"voiced","old"
"scalp",678.389999999998,749.599999999998,3.47,68.0000000000002,3,75,11,"voiceless","old"
"boo",781.720000000003,643.999999999998,2.9,16,3,7,26,"voiced","old"
"bile",807.499999999999,674.799999999998,2.37,33.9999999999999,5,33,0,"voiced","old"
"haw",1058.73,657.099999999998,1.63,11,4,4,5,"voiceless","old"
"lard",721.029999999997,633.200000000002,3.4,34.9999999999999,5,30,9,"voiced","old"
"land",710.730000000001,623.599999999999,4.8,4456,60.9999999999999,4628,524,"voiced","old"
"hay",672.409999999998,600.399999999996,3.13,267,10,266,0,"voiceless","old"
"brow",776.280000000004,682.099999999998,3.6,184.999999999999,10,248,0,"voiced","old"
"twain",840.000000000001,704.199999999999,1.97,20.9999999999999,2,20,0,"voiceless","old"
"pane",959.499999999996,630.299999999997,2.78,32.0000000000001,4,77,0,"voiceless","old"
"mead",959.449999999999,670.799999999997,2.13,32.0000000000001,2,39,0,"voiced","old"
"lane",703.630000000002,662.000000000001,4.1,635.999999999998,4,746,0,"voiced","old"
"quirk",832.470000000001,699.500000000003,2.87,17.9999999999999,2,34,0,"voiceless","old"
"tang",873.039999999996,613.500000000003,2.5,28.9999999999999,3,28,0,"voiceless","old"
"pang",901.000000000002,670.799999999997,2.27,47.9999999999999,2,85,0,"voiceless","old"
"bill",736.589999999999,656.800000000001,5.23,971.000000000005,15,1353,47,"voiced","old"
"drought",864.169999999999,703.799999999997,3.27,93.9999999999997,2,110,0,"voiced","old"
"box",633.210000000003,606.9,5.1,1409,56,1836,25,"voiced","old"
"park",712.130000000001,641.999999999999,5.47,1121,5.99999999999997,1275,442,"voiceless","old"
"lark",735.099999999999,617.3,2.33,47.9999999999999,5.99999999999997,69,0,"voiced","old"
"boy",661.129999999999,674.799999999998,6.09,3877,33.9999999999999,6267,0,"voiced","old"
"wharf",741.099999999997,646.1,2.4,51.0000000000002,3,58,0,"voiced","old"
"tank",847.800000000003,630.4,3.7,364.999999999999,6.99999999999998,703,0,"voiceless","old"
"meal",670.379999999999,596.1,6.33,951,11,1629,0,"voiced","old"
"spate",986.139999999998,724.400000000001,1.47,59,2,58,0,"voiceless","old"
"slate",732.029999999997,671.499999999998,2.83,74,5,86,11,"voiceless","old"
"corps",764.890000000002,731.000000000001,2.87,345,2,344,0,"voiceless","old"
"cove",801.199999999997,724.500000000002,2.5,38.0000000000002,2,50,0,"voiceless","old"
"cord",707.619999999999,651.5,3.83,146,8.00000000000003,196,17,"voiceless","old"
"core",745.069999999997,618.200000000003,3.73,304,5,323,0,"voiceless","old"
"stump",744.929999999997,661.5,3.33,78.9999999999999,5,136,49,"voiceless","old"
"spade",756.399999999998,674.9,2.8,52.0000000000001,5,84,0,"voiceless","old"
"shade",726.440000000001,644.699999999997,4.17,415.999999999999,8.00000000000003,551,108,"voiceless","old"
"club",828.859999999995,646.599999999998,4.97,1594,12,2184,26,"voiceless","old"
"cone",890.279999999996,691.100000000001,3.88,62.9999999999998,9,104,0,"voiceless","old"
"tart",733.500000000002,703.399999999999,3.1,52.0000000000001,5,64,0,"voiceless","old"
"part",701.430000000002,625.100000000002,5.53,8895.99999999997,27.9999999999999,10237,579,"voiceless","old"
"screen",785.889999999999,662.4,4.33,519.000000000001,9,609,149,"voiceless","old"
"meat",757.499999999997,627.799999999998,5.37,1281,12,1339,0,"voiced","old"
"stool",672.63,692.7,3.6,160,9,223,0,"voiceless","old"
"cork",693.700000000003,648.600000000002,3.1,71.0000000000003,6.99999999999998,98,4,"voiceless","old"
"naught",845.289999999999,655.2,3.03,20,5,19,0,"voiced","old"
"cult",820.970000000001,691.600000000003,3.03,161.999999999999,2,187,0,"voiceless","old"
"crop",723.400000000002,668.799999999999,3.57,468.000000000001,10,961,136,"voiceless","old"
"corn",720.31,661.000000000003,3.97,445.999999999998,17.0000000000001,434,31,"voiceless","old"
"feud",844.620000000001,729.5,2.97,20.9999999999999,6.99999999999998,43,9,"voiceless","old"
"gland",823.599999999996,669.400000000003,3.07,42.0000000000001,3,120,0,"voiced","old"
"maze",742.21,648.799999999998,3.07,123,3,129,0,"voiced","old"
"yard",757.970000000003,625.500000000002,4,638,22.0000000000001,1563,0,"voiced","old"
"mare",925.890000000001,729.800000000002,2.57,65.0000000000002,9,73,0,"voiced","old"
"crow",742.54,666.499999999998,3.37,55,10,92,54,"voiceless","old"
"mane",936.220000000002,700.799999999999,2.7,46.0000000000002,2,57,0,"voiced","old"
"louse",810.759999999997,660.800000000001,2.17,20,5.99999999999997,54,0,"voiced","old"
"yang",1223.63,681.599999999996,2.1,13,2,12,0,"voiced","old"
"clam",784.299999999999,665.500000000003,3.37,17.9999999999999,8.00000000000003,45,9,"voiceless","old"
"clip",676.669999999997,655.2,4.23,58,11,71,141,"voiceless","old"
"clan",887.280000000003,649,3.43,123,5.99999999999997,160,0,"voiceless","old"
"mark",761.52,600.999999999995,4.78,829.999999999997,36.9999999999998,985,879,"voiced","old"
"bronze",713.07,640.500000000001,2.93,276,3,291,20,"voiced","old"
"clap",708.55,657.800000000002,3.97,52.9999999999999,10,27,208,"voiceless","old"
"yarn",761.899999999997,703.000000000004,2.77,25,4,32,0,"voiced","old"
"chalk",707.719999999999,660.600000000001,4.83,176,6.99999999999998,170,22,"voiceless","old"
"hulk",714.319999999999,654.000000000001,2.03,22.0000000000001,3,31,0,"voiceless","old"
"wealth",804.600000000001,658.4,4.43,1041,5,1040,0,"voiced","old"
"jeep",704.109999999998,621.100000000001,4.33,129,2,164,0,"voiced","old"
"hull",825.899999999999,666.000000000001,1.97,47.0000000000001,3,57,1,"voiceless","old"
"claw",747.370000000003,661.300000000002,3.6,60.9999999999999,5,162,104,"voiceless","old"
"hone",1068.29,628.200000000002,2.07,9,3,6,15,"voiceless","old"
"mart",894.290000000003,634.400000000001,4,13,2,13,0,"voiced","old"
"clay",705.479999999998,637.400000000002,3.57,373.000000000002,5,372,0,"voiceless","old"
"phrase",817.43,695.399999999999,4.97,613.999999999998,9,811,59,"voiceless","old"
"feat",880.859999999997,677.300000000001,2.83,97.9999999999998,2,134,0,"voiceless","old"
"barge",788.310000000002,654.300000000004,3.23,63.9999999999999,5.99999999999997,85,31,"voiced","old"
"horn",686.370000000001,593.899999999997,3.87,167.000000000001,19,323,0,"voiceless","old"
"match",719.240000000002,596.499999999999,4.67,1020,20,1020,555,"voiced","old"
"birch",859.300000000002,652.6,2.43,45,4,63,1,"voiced","old"
"plume",839.369999999996,778.799999999996,2.3,17.0000000000001,5,57,3,"voiceless","old"
"hide",673.389999999999,635.400000000002,4.55,579.000000000003,12,78,1804,"voiceless","old"
"seed",740.130000000002,702.699999999999,4,499,17.9999999999999,870,25,"voiceless","old"
"hill",665.370000000001,589.800000000003,4.77,1259,12,2127,0,"voiceless","old"
"dill",946.630000000003,641.499999999999,2.87,8.00000000000003,2,7,0,"voiced","old"
"oil",676.300000000004,628.000000000001,4.07,2218,28.9999999999999,2288,69,"voiced","old"
"mule",789.8,628.100000000003,2.8,83.0000000000002,5.99999999999997,158,0,"voiced","old"
"oak",686.689999999997,637.200000000004,3.27,255.000000000001,4,304,0,"voiced","old"
"flesh",733.070000000002,652.6,3.63,931.000000000003,10,930,0,"voiceless","old"
"crypt",924.459999999999,648.600000000002,2.57,25.9999999999999,5,31,0,"voiceless","old"
"rank",810.269999999996,632.600000000001,4.47,397,10,446,126,"voiced","old"
"guise",928.049999999993,721.599999999997,2.34,63.9999999999999,4,75,0,"voiced","old"
"keel",867.900000000001,663.799999999997,2.73,41.0000000000001,3,46,0,"voiceless","old"
"seal",787.789999999999,640.300000000002,3.73,217,5.99999999999997,255,324,"voiceless","old"
"ice",684.729999999999,608.700000000001,5.13,935.000000000003,55,944,56,"voiced","old"
"seam",832.080000000002,751.899999999999,3.17,45,9,106,26,"voiceless","old"
"keen",817.76,647.699999999999,2.72,475,5.99999999999997,1,10,"voiceless","old"
"cub",827.070000000003,656.400000000002,2.67,47.0000000000001,3,76,0,"voiceless","old"
"hilt",874.850000000001,631.399999999999,1.93,20,2,20,0,"voiceless","old"
